id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Name	baseMean_lfcShrinkApplied	log2FoldChange_lfcShrinkApplied	lfcSE_lfcShrinkApplied	pvalue_lfcShrinkApplied	padj_lfcShrinkApplied
ENSG00000211720	8.47830587512761	-5.06335147146107	0.858098177804342	-5.90066684958697	3.62035287620525e-09	7.61692075546283e-06	TRBV11-1	8.47830587512761	-0.0503719716124777	0.132768244683724	3.62035287620525e-09	7.61692075546283e-06
ENSG00000161405	423.57912781913	-1.34259281662576	0.228103476502296	-5.88589370584295	3.95908713405078e-09	7.68885175949077e-06	IKZF3	423.57912781913	-1.25415867788852	0.245204871436113	3.95908713405078e-09	7.68885175949077e-06
ENSG00000106948	3401.67990746946	-0.863819153798545	0.147547023859039	-5.85453458298017	4.78347671178023e-09	8.53933921664048e-06	AKNA	3401.67990746946	-0.812642080600766	0.15092305438599	4.78347671178023e-09	8.53933921664048e-06
ENSG00000128284	1212.60043342984	-1.0775271115577	0.184698115138177	-5.83399083824745	5.41170940968224e-09	8.53933921664048e-06	APOL3	1212.60043342984	-1.01380936975829	0.187014650124953	5.41170940968224e-09	8.53933921664048e-06
ENSG00000133574	735.765107429318	-0.992186252203828	0.170055513257139	-5.83448447627544	5.3957131083016e-09	8.53933921664048e-06	GIMAP4	735.765107429318	-0.931615284599829	0.175342725936724	5.3957131083016e-09	8.53933921664048e-06
ENSG00000134326	592.729771598841	-1.430279450786	0.248188318713722	-5.76287980916532	8.26906838457984e-09	1.18757896213067e-05	CMPK2	592.729771598841	-1.33647148544233	0.260259114375496	8.26906838457984e-09	1.18757896213067e-05
ENSG00000227191	239.709505365456	-1.52982097655441	0.265645139280317	-5.75888939921501	8.46691540315764e-09	1.18757896213067e-05	TRGC2	239.709505365456	-1.41599058068438	0.29088435250269	8.46691540315764e-09	1.18757896213067e-05
ENSG00000028277	226.390031654671	-1.0836427532918	0.188712048968439	-5.7423082374196	9.33946165352712e-09	1.24101783350842e-05	POU2F2	226.390031654671	-1.01391858124529	0.196188460737936	9.33946165352712e-09	1.24101783350842e-05
ENSG00000113088	202.496403508896	-1.79588873734586	0.31361027644144	-5.72649837155833	1.02524745904073e-08	1.2469652091718e-05	GZMK	202.496403508896	-1.67551923010008	0.333025660883687	1.02524745904073e-08	1.2469652091718e-05
ENSG00000155629	1703.36908737226	-0.888929935742751	0.15528434569657	-5.72453025934596	1.03720320800918e-08	1.2469652091718e-05	PIK3AP1	1703.36908737226	-0.835585074669678	0.156212313734308	1.03720320800918e-08	1.2469652091718e-05
ENSG00000110876	1290.50246688963	-0.925579561879577	0.162226313458298	-5.70548354424333	1.1601326597284e-08	1.33135769364376e-05	SELPLG	1290.50246688963	-0.867832261820266	0.165556134992122	1.1601326597284e-08	1.33135769364376e-05
ENSG00000167208	57.510554895162	-1.1148167366712	0.196689945705155	-5.66788878137345	1.44567750780889e-08	1.58691391476743e-05	SNX20	57.510554895162	-1.04430565587112	0.200466343751344	1.44567750780889e-08	1.58691391476743e-05
ENSG00000082074	5048.00956146478	-0.971782071687172	0.17320373556437	-5.61062998162655	2.01591388835839e-08	2.06393146909806e-05	FYB1	5048.00956146478	-0.907789595819296	0.178416986161655	2.01591388835839e-08	2.06393146909806e-05
ENSG00000095370	509.596549023138	-0.838100836436084	0.150059084406073	-5.58513894545771	2.33513442775026e-08	2.06393146909806e-05	SH2D3C	509.596549023138	-0.782315027193318	0.155543306512162	2.33513442775026e-08	2.06393146909806e-05
ENSG00000110934	1088.31697005805	-0.833615273172667	0.149208520543849	-5.58691467574524	2.31139214921965e-08	2.06393146909806e-05	BIN2	1088.31697005805	-0.778292115904839	0.154536161499976	2.31139214921965e-08	2.06393146909806e-05
ENSG00000116824	1262.04923809012	-1.29815842022502	0.232305725030125	-5.58814648264341	2.29506018096759e-08	2.06393146909806e-05	CD2	1262.04923809012	-1.20600322739999	0.245876992987774	2.29506018096759e-08	2.06393146909806e-05
ENSG00000122122	396.94799149358	-1.01016658958259	0.180936958824764	-5.58297539730911	2.36438202914351e-08	2.06393146909806e-05	SASH3	396.94799149358	-0.939737044843358	0.190799676584553	2.36438202914351e-08	2.06393146909806e-05
ENSG00000198771	466.316998838681	-0.961796568330521	0.172287518371988	-5.58250868907344	2.37073761650271e-08	2.06393146909806e-05	RCSD1	466.316998838681	-0.897430622111426	0.178161649059884	2.37073761650271e-08	2.06393146909806e-05
ENSG00000134321	511.117419637703	-1.57768285031674	0.283329685996077	-5.56836409418315	2.57142075961885e-08	2.1640219972699e-05	RSAD2	511.117419637703	-1.46338165178225	0.30184398142067	2.57142075961885e-08	2.1640219972699e-05
ENSG00000125354	1283.66890262168	-0.704516051932163	0.126769211645936	-5.55746969461213	2.73713488185021e-08	2.22917562458297e-05	SEPT6	1283.66890262168	-0.657364496208949	0.132195354644349	2.73713488185021e-08	2.22917562458297e-05
ENSG00000140968	3396.28704716027	-1.02526035080953	0.185999907258056	-5.51215517213719	3.54466191125032e-08	2.74364732153478e-05	IRF8	3396.28704716027	-0.955225479142332	0.191306999146129	3.54466191125032e-08	2.74364732153478e-05
ENSG00000267312	65.9184793285496	-1.24759440084859	0.22641932303342	-5.51010569298645	3.58618297661694e-08	2.74364732153478e-05	AC015911	65.9184793285496	-1.15488481399887	0.24250616572201	3.58618297661694e-08	2.74364732153478e-05
ENSG00000100342	734.962967676303	-1.23816396111254	0.225115567128802	-5.50012589935247	3.79520162022895e-08	2.81816045017412e-05	APOL1	734.962967676303	-1.15130046314449	0.233756659292642	3.79520162022895e-08	2.81816045017412e-05
ENSG00000211699	105.19871624461	-1.25209949139229	0.228420655520487	-5.48155108188097	4.21612949411203e-08	3.04127489536704e-05	TRGV3	105.19871624461	-1.16584754258837	0.233199327250969	4.21612949411203e-08	3.04127489536704e-05
ENSG00000105122	461.551824860233	-1.07126509441383	0.196534358368252	-5.45077768237639	5.01500309204142e-08	3.468086604028e-05	RASAL3	461.551824860233	-0.993024843079019	0.206861033064065	5.01500309204142e-08	3.468086604028e-05
ENSG00000113532	790.48069955704	-0.798280804810606	0.146644352613028	-5.44365187329883	5.21991883998352e-08	3.468086604028e-05	ST8SIA4	790.48069955704	-0.744389076069019	0.149636768975091	5.21991883998352e-08	3.468086604028e-05
ENSG00000131378	3036.2063956285	-0.627848020348424	0.115331068476177	-5.44387586661538	5.21335570849023e-08	3.468086604028e-05	RFTN1	3036.2063956285	-0.568748194265082	0.116967901980228	5.21335570849023e-08	3.468086604028e-05
ENSG00000081237	22390.6509029289	-0.928073987283472	0.170757690313926	-5.4350347886369	5.47857425161222e-08	3.54660420847317e-05	PTPRC	22390.6509029289	-0.863431100998972	0.175300235012101	5.47857425161222e-08	3.54660420847317e-05
ENSG00000019582	30502.8307462046	-1.09161358551078	0.20146100427468	-5.41848577316944	6.01059210673653e-08	3.79028481469131e-05	CD74	30502.8307462046	-1.01410897333995	0.20709321059324	6.01059210673653e-08	3.79028481469131e-05
ENSG00000211938	1024.600386454	-2.71346089294212	0.501171949329521	-5.41423137622177	6.15525319453178e-08	3.79028481469131e-05	IGHV3-7	1024.600386454	-2.47497321573184	0.566687175642106	6.15525319453178e-08	3.79028481469131e-05
ENSG00000110324	9019.98515531985	-0.922738722241754	0.171219962617011	-5.38920058232789	7.07717826043578e-08	4.25422665574339e-05	IL10RA	9019.98515531985	-0.85860813668985	0.17419674763052	7.07717826043578e-08	4.25422665574339e-05
ENSG00000141968	1201.87201083242	-0.728576844084238	0.135378993558638	-5.38175698409713	7.37623028177212e-08	4.3308764168349e-05	VAV1	1201.87201083242	-0.678847589985819	0.137864695008912	7.37623028177212e-08	4.3308764168349e-05
ENSG00000118308	593.023609311828	-0.854498926601451	0.15923158302978	-5.36639095299104	8.03277280054723e-08	4.58370906836821e-05	LRMP	593.023609311828	-0.796940285640909	0.159598347544835	8.03277280054723e-08	4.58370906836821e-05
ENSG00000160179	1618.75985151126	-1.1489742910991	0.214227608067972	-5.36333435947498	8.16995714645579e-08	4.58370906836821e-05	ABCG1	1618.75985151126	-1.07166028183693	0.212396545593721	8.16995714645579e-08	4.58370906836821e-05
ENSG00000177272	238.156573213058	-1.20655644631914	0.225265515049167	-5.35615247658211	8.5012775242152e-08	4.66590768812742e-05	KCNA3	238.156573213058	-1.11887596515812	0.231830917941926	8.5012775242152e-08	4.66590768812742e-05
ENSG00000211653	939.915721877374	-3.24076883397759	0.60563189788848	-5.35105374283693	8.7443545688945e-08	4.69720680427403e-05	IGLV1-40	939.915721877374	-2.72789398613922	0.910212197457326	8.7443545688945e-08	4.69720680427403e-05
ENSG00000168016	3954.71485136706	-0.810592448711653	0.15191108791505	-5.33596631975241	9.50370431198846e-08	4.95784745689988e-05	TRANK1	3954.71485136706	-0.753766790762083	0.15467036548239	9.50370431198846e-08	4.95784745689988e-05
ENSG00000171611	22.8523845022476	-2.65352224668889	0.497499751456986	-5.33371572330989	9.62231256735826e-08	4.95784745689988e-05	PTCRA	22.8523845022476	-2.38763158704014	0.594907810434028	9.62231256735826e-08	4.95784745689988e-05
ENSG00000198832	187.903545508917	-1.02030327873307	0.191934874929125	-5.31588268734294	1.06141519824763e-07	5.3595099020316e-05	SELENOM	187.903545508917	-0.94567153816097	0.197569502396401	1.06141519824763e-07	5.3595099020316e-05
ENSG00000133561	333.475068172063	-0.969502717733425	0.182627638983192	-5.30863084652072	1.1045177976718e-07	5.4677962427098e-05	GIMAP6	333.475068172063	-0.898903720934664	0.187347104139244	1.1045177976718e-07	5.4677962427098e-05
ENSG00000102879	2490.57334877431	-0.907097479437378	0.171353631960325	-5.29371609495507	1.19855459495271e-07	5.7094165771266e-05	CORO1A	2490.57334877431	-0.839822854725469	0.17723952729404	1.19855459495271e-07	5.7094165771266e-05
ENSG00000132274	5223.6957551162	-1.04939824599904	0.19815653357721	-5.29580441812763	1.18493611680553e-07	5.7094165771266e-05	TRIM22	5223.6957551162	-0.973026147823823	0.202342487144854	1.18493611680553e-07	5.7094165771266e-05
ENSG00000100060	163.792325979346	-0.840782689880746	0.159637063534349	-5.26683886101323	1.3879293217965e-07	6.26064944217263e-05	MFNG	163.792325979346	-0.775053061132097	0.169299921797376	1.3879293217965e-07	6.26064944217263e-05
ENSG00000104972	490.687808946706	-1.10199263589863	0.20908251072074	-5.27061126298841	1.35970172234399e-07	6.26064944217263e-05	LILRB1	490.687808946706	-1.0155669229083	0.220487319948487	1.35970172234399e-07	6.26064944217263e-05
ENSG00000105374	103.256225249776	-1.52756723188018	0.290199219444605	-5.26385713512153	1.41064082894332e-07	6.26064944217263e-05	NKG7	103.256225249776	-1.41187673452232	0.298930917322831	1.41064082894332e-07	6.26064944217263e-05
ENSG00000133321	457.634014100073	-1.12675971813662	0.214200944029882	-5.26029296107784	1.43826065530959e-07	6.26064944217263e-05	RARRES3	457.634014100073	-1.03815388755027	0.225812473578465	1.43826065530959e-07	6.26064944217263e-05
ENSG00000254449	47.9177525284213	-1.14061006866692	0.216745934267802	-5.26242890100825	1.42164647202582e-07	6.26064944217263e-05	SF3A3P2	47.9177525284213	-1.04968135619692	0.230279266855796	1.42164647202582e-07	6.26064944217263e-05
ENSG00000198821	548.229392503823	-1.13910692106623	0.219776769016831	-5.18301786927712	2.18324112347853e-07	9.34242180414617e-05	CD247	548.229392503823	-1.04331983647894	0.235952874653305	2.18324112347853e-07	9.34242180414617e-05
ENSG00000258992	9.62578787098554	-16.6947818843651	3.22443972652419	-5.17757604430751	2.24787329984755e-07	9.45867620020851e-05	TSPY1	9.62578787098554	-0.00108142065265305	0.116186468236153	2.24787329984755e-07	9.45867620020851e-05
ENSG00000123329	1100.87949299142	-0.77065403807391	0.149032754623908	-5.17103800448898	2.32797211081884e-07	9.47972772287796e-05	ARHGAP9	1100.87949299142	-0.709985407904031	0.156238311719994	2.32797211081884e-07	9.47972772287796e-05
ENSG00000134242	1369.92959498434	-0.914061975557953	0.176667076829483	-5.17392369852927	2.29228464269287e-07	9.47972772287796e-05	PTPN22	1369.92959498434	-0.84280252987303	0.183165803705472	2.29228464269287e-07	9.47972772287796e-05
ENSG00000153283	1296.17910319924	-1.17395544608477	0.227191893392275	-5.16724179087586	2.37573840527039e-07	9.52067738378755e-05	CD96	1296.17910319924	-1.08008343995521	0.236841067576208	2.37573840527039e-07	9.52067738378755e-05
ENSG00000013725	508.557473433267	-1.15050316160705	0.223268115737512	-5.15301147146176	2.5633627785025e-07	9.93610307841664e-05	CD6	508.557473433267	-1.05452522862039	0.240166230074298	2.5633627785025e-07	9.93610307841664e-05
ENSG00000168918	3369.93819064636	-0.801017920611819	0.155521355896804	-5.15053328845288	2.59746822662296e-07	9.93610307841664e-05	INPP5D	3369.93819064636	-0.739844664423022	0.159619108578209	2.59746822662296e-07	9.93610307841664e-05
ENSG00000182866	447.960910239886	-1.18972765557731	0.230850241917611	-5.1536773177908	2.55427319422253e-07	9.93610307841664e-05	LCK	447.960910239886	-1.0925118031018	0.242898758803207	2.55427319422253e-07	9.93610307841664e-05
ENSG00000180353	2824.7950152991	-0.823184377593357	0.159970118381194	-5.14586340201227	2.6629314903563e-07	0.000100344822891083	HCLS1	2824.7950152991	-0.759661261209256	0.164776063607968	2.6629314903563e-07	0.000100344822891083
ENSG00000184922	2689.21369838166	-0.772887100535777	0.150392315822169	-5.13913956514691	2.75999353696256e-07	0.000102472877687785	FMNL1	2689.21369838166	-0.715391192238351	0.152229815835044	2.75999353696256e-07	0.000102472877687785
ENSG00000183918	201.053367494937	-1.49520210278158	0.291368282245304	-5.13165706047157	2.8720242611387e-07	0.00010385964466516	SH2D1A	201.053367494937	-1.35617758049224	0.324015992716957	2.8720242611387e-07	0.00010385964466516
ENSG00000205542	20816.3114059245	-0.696477687113561	0.135734937538943	-5.13116003691932	2.87961941084533e-07	0.00010385964466516	TMSB4X	20816.3114059245	-0.645738527832817	0.136326109649651	2.87961941084533e-07	0.00010385964466516
ENSG00000147168	806.162947024324	-0.973441631596188	0.190580737468592	-5.1077650581377	3.25991626388052e-07	0.000115919867484777	IL2RG	806.162947024324	-0.895233381614049	0.197865309761562	3.25991626388052e-07	0.000115919867484777
ENSG00000178199	119.432455231604	-1.06036175062366	0.207930516112201	-5.09959658856176	3.40378143207904e-07	0.000119354541410694	ZC3H12D	119.432455231604	-0.976938000793449	0.211453955227635	3.40378143207904e-07	0.000119354541410694
ENSG00000104903	36.6847848581533	-0.881923872493267	0.17394678276699	-5.07007866696015	3.97651303760238e-07	0.000134709389964179	LYL1	36.6847848581533	-0.801423737548188	0.189599052855289	3.97651303760238e-07	0.000134709389964179
ENSG00000162739	253.498979620324	-1.26198250200538	0.248966992596121	-5.06887474860008	4.00174446362475e-07	0.000134709389964179	SLAMF6	253.498979620324	-1.1466672727119	0.272394251434759	4.00174446362475e-07	0.000134709389964179
ENSG00000211854	27.9835269160941	-1.43090257015899	0.282274359428763	-5.06919074426278	3.99510699195905e-07	0.000134709389964179	TRAJ35	27.9835269160941	-1.30944599952836	0.295586768432115	3.99510699195905e-07	0.000134709389964179
ENSG00000164483	150.837331768013	-1.30248539294789	0.257339204193021	-5.06135626335017	4.16284514383495e-07	0.000138288620192633	SAMD3	150.837331768013	-1.18325384187255	0.281516828937585	4.16284514383495e-07	0.000138288620192633
ENSG00000005844	2497.55011531331	-1.05273291848683	0.208402183062262	-5.05144861257195	4.38471905094001e-07	0.000140586758792949	ITGAL	2497.55011531331	-0.960883136163464	0.222374290155546	4.38471905094001e-07	0.000140586758792949
ENSG00000128340	1442.09562111703	-0.931192460601974	0.184216738342374	-5.05487432347932	4.30674275373624e-07	0.000140586758792949	RAC2	1442.09562111703	-0.854709229000512	0.191633958320285	4.30674275373624e-07	0.000140586758792949
ENSG00000147138	236.098148886839	-1.29814983861617	0.257017428274691	-5.05082416912504	4.39907868049392e-07	0.000140586758792949	GPR174	236.098148886839	-1.18018589790619	0.279271024530348	4.39907868049392e-07	0.000140586758792949
ENSG00000137078	30.4005231104696	-1.51660422551376	0.300691753198467	-5.04371739291681	4.5657349390856e-07	0.000144088887508868	SIT1	30.4005231104696	-1.38403592787533	0.32015944196195	4.5657349390856e-07	0.000144088887508868
ENSG00000103522	210.935746946542	-1.13932483628448	0.226983886369665	-5.01940844571221	5.18308406256529e-07	0.000159708930940888	IL21R	210.935746946542	-1.04242910639424	0.23769605343692	5.18308406256529e-07	0.000159708930940888
ENSG00000105851	1071.82493614163	-0.795588822176949	0.158507326695451	-5.01925582093475	5.18720336560891e-07	0.000159708930940888	PIK3CG	1071.82493614163	-0.733392259305515	0.160640896998776	5.18720336560891e-07	0.000159708930940888
ENSG00000211772	938.25772939527	-1.33398437097593	0.265975517500966	-5.01544045673709	5.29121095926121e-07	0.000160948437455985	TRBC2	938.25772939527	-1.21102328695896	0.288783204556116	5.29121095926121e-07	0.000160948437455985
ENSG00000151702	1599.18735575015	-0.697069194199286	0.140515787714385	-4.96078914360969	7.0207370025255e-07	0.000211014937027097	FLI1	1599.18735575015	-0.639541828327584	0.145417866247721	7.0207370025255e-07	0.000211014937027097
ENSG00000163519	152.848551684397	-1.49359797812421	0.301473020709067	-4.954333806094	7.25785186072298e-07	0.000213068588287992	TRAT1	152.848551684397	-1.35535177888467	0.323522782448035	7.25785186072298e-07	0.000213068588287992
ENSG00000167286	1287.82441527436	-1.21702114948133	0.245596688096272	-4.95536466275254	7.21947594619273e-07	0.000213068588287992	CD3D	1287.82441527436	-1.10980148521774	0.25797222080252	7.21947594619273e-07	0.000213068588287992
ENSG00000109943	90.1674117018017	-1.40608161508607	0.284661100084587	-4.93949336480555	7.83258087052165e-07	0.000222190077795573	CRTAM	90.1674117018017	-1.28313248514164	0.296209966791293	7.83258087052165e-07	0.000222190077795573
ENSG00000227507	124.361340254934	-1.14413332189198	0.231605714207135	-4.94000472228735	7.81206788991053e-07	0.000222190077795573	LTB	124.361340254934	-1.04400563022326	0.241966820858052	7.81206788991053e-07	0.000222190077795573
ENSG00000277734	1074.71929004172	-1.09987076171309	0.22262840448093	-4.94038828638017	7.79671528524122e-07	0.000222190077795573	TRAC	1074.71929004172	-0.995529068453534	0.242350213303015	7.79671528524122e-07	0.000222190077795573
ENSG00000277856	174.574796784678	-4.57938836056693	0.930267376848876	-4.92265823195782	8.53764819685349e-07	0.000239500004473289	AC233755	174.574796784678	-0.0231678661120843	0.119462232907956	8.53764819685349e-07	0.000239500004473289
ENSG00000096996	595.054304085183	-1.03482289567629	0.21046584184592	-4.91682111738526	8.79608588186375e-07	0.000241872318248693	IL12RB1	595.054304085183	-0.945307018300215	0.218235254363191	8.79608588186375e-07	0.000241872318248693
ENSG00000107738	285.852439288677	-0.809117292395037	0.164574263541427	-4.91642663308265	8.8138207624192e-07	0.000241872318248693	VSIR	285.852439288677	-0.742341449941922	0.167679918061889	8.8138207624192e-07	0.000241872318248693
ENSG00000115165	780.284685184841	-0.946440956314632	0.19299382179357	-4.90399613582949	9.39063373139298e-07	0.000254930462168256	CYTIP	780.284685184841	-0.866593758984884	0.197288932295863	9.39063373139298e-07	0.000254930462168256
ENSG00000140090	1670.82244357619	2.46055639455991	0.502034921530129	4.90116581344679	9.52696019840611e-07	0.000255879961839531	SLC24A4	1670.82244357619	2.11805207643738	0.66202356304021	9.52696019840611e-07	0.000255879961839531
ENSG00000113263	1643.44421695676	-1.12514220961351	0.231473322988497	-4.8607856624127	1.16920792299679e-06	0.000310726236125263	ITK	1643.44421695676	-1.02001976195947	0.245997596850026	1.16920792299679e-06	0.000310726236125263
ENSG00000136250	2237.65757568484	-0.809320535533624	0.166886670844192	-4.84952172297341	1.2375951634883e-06	0.000318950199699909	AOAH	2237.65757568484	-0.737854602088073	0.173549166835586	1.2375951634883e-06	0.000318950199699909
ENSG00000153563	1525.37179338971	-1.5072268520451	0.310745338093905	-4.85036030239536	1.23237405377089e-06	0.000318950199699909	CD8A	1525.37179338971	-1.35845769965977	0.337893110192692	1.23237405377089e-06	0.000318950199699909
ENSG00000160791	185.509705569209	-1.04557447571798	0.215606888435454	-4.84944837943337	1.23805282095263e-06	0.000318950199699909	CCR5	185.509705569209	-0.945714683945052	0.231678968344285	1.23805282095263e-06	0.000318950199699909
ENSG00000123338	5898.01170732232	-0.763407443481306	0.158397788497038	-4.81955872442993	1.4387609927394e-06	0.000363243987836915	NCKAP1L	5898.01170732232	-0.697423455406158	0.162184872398574	1.4387609927394e-06	0.000363243987836915
ENSG00000231389	13012.8585746958	-0.918654194394058	0.190566226970824	-4.82065583706343	1.43087029099764e-06	0.000363243987836915	HLA-DPA1	13012.8585746958	-0.839297157621632	0.193617169574383	1.43087029099764e-06	0.000363243987836915
ENSG00000198959	1294.42410046811	-1.24576492601012	0.258924175809554	-4.81131173678589	1.49942932499847e-06	0.000374812793744914	TGM2	1294.42410046811	-1.12690167413874	0.274821733325455	1.49942932499847e-06	0.000374812793744914
ENSG00000015285	1334.85033077895	-0.720245950537202	0.14981711656969	-4.80750108551293	1.52828589491156e-06	0.000378280725380708	WAS	1334.85033077895	-0.657004381290268	0.154749536306379	1.52828589491156e-06	0.000378280725380708
ENSG00000160654	585.642418990987	-1.13702227272815	0.236772189076717	-4.8021783181628	1.56948828821799e-06	0.000381008373198457	CD3G	585.642418990987	-1.02767643288132	0.252592084792049	1.56948828821799e-06	0.000381008373198457
ENSG00000174946	186.07589260427	-0.87538392915355	0.182257782187459	-4.80299890982534	1.56306736784607e-06	0.000381008373198457	GPR171	186.07589260427	-0.79641938682472	0.189766876952696	1.56306736784607e-06	0.000381008373198457
ENSG00000198851	2029.33383318833	-1.1838606583372	0.246757807737026	-4.79766240912166	1.60528036995874e-06	0.000385985842860461	CD3E	2029.33383318833	-1.06743512372652	0.265030736501461	1.60528036995874e-06	0.000385985842860461
ENSG00000168071	681.402610077688	-0.791908220936158	0.165359856430028	-4.78899920472086	1.67615145273177e-06	0.000399224487991688	CCDC88B	681.402610077688	-0.721740459048959	0.170314553731001	1.67615145273177e-06	0.000399224487991688
ENSG00000198624	701.126407850375	-0.831704360593456	0.173883270350903	-4.78311892176311	1.7259594207105e-06	0.000407245770978299	CCDC69	701.126407850375	-0.756315704561821	0.180600711322423	1.7259594207105e-06	0.000407245770978299
ENSG00000068831	729.313717162136	-0.880226623922378	0.184568766420835	-4.76909848286777	1.85052182884034e-06	0.000428624996447083	RASGRP2	729.313717162136	-0.797436613911484	0.194171918869568	1.85052182884034e-06	0.000428624996447083
ENSG00000173706	5630.63844490702	-0.572543019823639	0.120022759844578	-4.77028707359377	1.8396355385317e-06	0.000428624996447083	HEG1	5630.63844490702	-0.52369208910403	0.123008262252058	1.8396355385317e-06	0.000428624996447083
ENSG00000110492	941.950209908527	-1.21071536730295	0.254142043628324	-4.76393181552278	1.89856682040076e-06	0.000435755604678708	MDK	941.950209908527	-1.09669358642032	0.265101961192872	1.89856682040076e-06	0.000435755604678708
ENSG00000134516	7589.17202083024	-0.735021373976351	0.154629821169999	-4.7534257519982	1.99998571742584e-06	0.000454897652322975	DOCK2	7589.17202083024	-0.667471343604097	0.1613808236679	1.99998571742584e-06	0.000454897652322975
ENSG00000159753	352.401742403972	-0.928877494759398	0.196076090650929	-4.73733177602496	2.16550482793143e-06	0.000488147324917722	CARMIL2	352.401742403972	-0.839479604315412	0.207372083522262	2.16550482793143e-06	0.000488147324917722
ENSG00000211964	975.356977262762	-2.55743161505727	0.540092966325105	-4.73516926624415	2.18872353666562e-06	0.000489015071948645	IGHV3-48	975.356977262762	-2.21547262446062	0.667481726904933	2.18872353666562e-06	0.000489015071948645
ENSG00000155849	2448.26381844418	-0.722516736953868	0.15267301346837	-4.73244564012981	2.21830723398618e-06	0.000491277216986396	ELMO1	2448.26381844418	-0.658250070215098	0.15630647670757	2.21830723398618e-06	0.000491277216986396
ENSG00000175463	262.752423996935	-0.843677968534272	0.178478802163908	-4.72704858115011	2.27806776631416e-06	0.000495813593932186	TBC1D10C	262.752423996935	-0.764081007037825	0.186898169566875	2.27806776631416e-06	0.000495813593932186
ENSG00000197646	356.290825039636	-0.75476876246258	0.159622838402762	-4.72845095360438	2.26239260408418e-06	0.000495813593932186	PDCD1LG2	356.290825039636	-0.685668864431635	0.165478152592959	2.26239260408418e-06	0.000495813593932186
ENSG00000100385	448.089124747303	-1.08512118158385	0.229643555127616	-4.72524117204521	2.29842413454777e-06	0.000495968496794254	IL2RB	448.089124747303	-0.970031998452013	0.250088907213483	2.29842413454777e-06	0.000495968496794254
ENSG00000134539	196.209388966895	-1.13567376160327	0.240433455945936	-4.72344315451106	2.3188479639535e-06	0.00049613520801639	KLRD1	196.209388966895	-1.01237499870543	0.263663814537806	2.3188479639535e-06	0.00049613520801639
ENSG00000106560	405.455067821847	-0.675838368438895	0.143406938062862	-4.71273131947523	2.44418375553905e-06	0.000518557204000793	GIMAP2	405.455067821847	-0.612281448803608	0.151003648395483	2.44418375553905e-06	0.000518557204000793
